countryName,countryCode,emissionPerCap,totalEmission,continent
대한과학,A,-1.9,-1.9,도매 및 소매업
팸텍,A,15.2,15.2,제조업
퍼스텍,A,47.6,47.6,제조업
퍼시스,A,32.6,32.6,제조업
퍼시픽바이오,A,34.7,34.7,제조업
펄어비스,A,32.9,32.9,정보통신업
페이퍼코리아,A,60,60.7,제조업
펩트론,A,34.8,34.8,제조업
평안엘앤씨,A,5.4,5.4,제조업
평택에너지서비스,A,59.8,59.8,"전기, 가스, 증기 및 공기 조절 공급업"
평화산업,A,12.2,12.2,제조업
평화정공,A,14.2,14.2,제조업
평화홀딩스,A,53.5,53.5,금융 및 보험업
디아이,A,-1.5,-1.5,제조업
포비스티앤씨,A,39.1,39.1,도매 및 소매업
포스링크,A,7.7,7.7,도매 및 소매업
포스코,A,31.5,31.5,제조업
포스코강판,A,33.8,33.8,제조업
포스코건설,A,50.1,50.1,건설업
포스코대우,A,28.2,28.2,도매 및 소매업
포스코아이씨티,A,20,20,"전문, 과학 및 기술 서비스업"
포스코에너지,A,34.2,34.2,"전기, 가스, 증기 및 공기 조절 공급업"
포스코엠텍,A,30.5,30.5,제조업
포스코켐텍,A,40,40,제조업
포스코플랜텍,A,36.4,36.4,건설업
포앤티,A,34.4,34.4,제조업
포인트엔지니어링,A,29.7,29.7,제조업
포천파워,A,56.7,56.7,"전기, 가스, 증기 및 공기 조절 공급업"
포티스,A,46.7,46.7,도매 및 소매업
폭스바겐파이낸셜서비스코리아,A,3.8,3.8,금융 및 보험업
폭스브레인,A,33.3,33.3,제조업
폴라리스쉬핑,A,39.1,39.1,운수 및 창고업
폴루스,A,23.4,23.4,제조업
폴루스바이오팜,A,21.6,21.6,제조업
푸드웰,A,26,26,제조업
푸른기술,A,47.5,47.5,제조업
푸른상호저축은행,A,45.2,45.2,금융 및 보험업
풀무원,A,27.9,27.9,금융 및 보험업
풀무원식품,A,26.2,26.2,도매 및 소매업
풍국주정공업,A,30.9,30.9,제조업
풍림산업,A,34.7,34.7,건설업
풍산,A,26.1,26.1,제조업
풍산홀딩스,A,37.9,37.9,금융 및 보험업
퓨전데이타,A,28.2,28.2,정보통신업
퓨쳐스트림네트웍스,A,22.6,22.6,정보통신업
퓨쳐켐,A,23,23,제조업
프럼파스트,A,26.7,26.7,제조업
프로스테믹스,A,15.2,15.2,제조업
프로텍,A,38.9,38.9,제조업
프리엠스,A,32.1,32.1,제조업
플랜티넷,A,32.1,32.1,정보통신업
플럼라인생명과학,A,60,80.2,"전문, 과학 및 기술 서비스업"
플레이위드,A,44.1,44.1,정보통신업
포메탈,A,-1,-1,제조업
피노텍,A,31.7,31.7,정보통신업
피델릭스,A,50,50,제조업
피시피아비아이티,A,7.2,7.2,정보통신업
피씨디렉트,A,30.2,30.2,도매 및 소매업
피씨엘,A,0.8,0.8,제조업
피앤씨테크,A,30.7,30.7,제조업
피앤이솔루션,A,41.5,41.5,제조업
피앤텔,A,34.7,34.7,제조업
피에스케이,A,25,25,제조업
피에스텍,A,41.6,41.6,제조업
피엔아이시스템,A,27.6,27.6,정보통신업
피엔에스커튼월,A,4.1,4.1,제조업
피엔에이치테크,A,40.9,40.9,제조업
피엔티,A,60,86.5,제조업
피엔풍년,A,20.4,20.4,제조업
피엠디아카데미,A,22.6,22.6,교육 서비스업
피제이메탈,A,42.1,42.1,제조업
피제이전자,A,18.9,18.9,제조업
피케이밸브,A,34.5,34.5,제조업
픽셀플러스,A,42.6,42.6,제조업
필로시스,A,44.1,44.1,제조업
필룩스,A,27.7,27.7,제조업
우진엔지니어링,A,-0.9,-0.9,제조업
필옵틱스,A,30.6,30.6,제조업
하나금융지주,A,38.7,38.7,금융 및 보험업
하나금융투자,A,39.2,39.2,금융 및 보험업
하나마이크론,A,26.1,26.1,제조업
하나머티리얼즈,A,29.7,29.7,제조업
하나에프앤아이,A,55.1,55.1,금융 및 보험업
하나은행,A,39.7,39.7,금융 및 보험업
하나자산신탁,A,18.4,18.4,금융 및 보험업
하나카드,A,40.8,40.8,금융 및 보험업
하나캐피탈,A,50.7,50.7,금융 및 보험업
하나투어,A,26.6,26.6,"사업시설 관리, 사업 지원 및 임대 서비스업"
하나투어리스트,A,7,7,"사업시설 관리, 사업 지원 및 임대 서비스업"
하림,A,21.1,21.1,제조업
하림홀딩스,A,29.7,29.7,금융 및 보험업
하우동천,A,34.4,34.4,제조업
하우리,A,4.9,4.9,정보통신업
하이로닉,A,29.8,29.8,제조업
하이록코리아,A,17.6,17.6,제조업
하이비젼시스템,A,21.6,21.6,제조업
하이셈,A,53.7,53.7,"전문, 과학 및 기술 서비스업"
하이스틸,A,48,48,제조업
S&TC,A,-0.8,-0.8,제조업
하이텍팜,A,37,37,제조업
하이투자증권,A,41.6,41.6,금융 및 보험업
하이트론씨스템즈,A,36.2,36.2,제조업
하이트진로,A,28.8,28.8,제조업
하이트진로홀딩스,A,7.1,7.1,금융 및 보험업
하츠,A,18.2,18.2,제조업
한겨레신문,A,29.5,29.5,정보통신업
한국가구,A,38.9,38.9,도매 및 소매업
한국가스공사,A,30.9,30.9,"전기, 가스, 증기 및 공기 조절 공급업"
한국경제티브이,A,28.9,28.9,정보통신업
한국공항,A,13.2,13.2,운수 및 창고업
한국기업평가,A,42.6,42.6,"사업시설 관리, 사업 지원 및 임대 서비스업"
한국남동발전,A,25.5,25.5,"전기, 가스, 증기 및 공기 조절 공급업"
한국남부발전,A,32.9,32.9,"전기, 가스, 증기 및 공기 조절 공급업"
한국내화,A,45.8,45.8,제조업
한국단자공업,A,33,33,제조업
한국동서발전,A,40.4,40.4,"전기, 가스, 증기 및 공기 조절 공급업"
한국맥널티,A,24.1,24.1,제조업
한국복합물류,A,60,69.4,운수 및 창고업
한국비엔씨,A,30.8,30.8,제조업
한국서부발전,A,30,30,"전기, 가스, 증기 및 공기 조절 공급업"
한국석유공업,A,40.9,40.9,제조업
한국선재,A,27.6,27.6,제조업
한국수력원자력,A,36.7,36.7,"전기, 가스, 증기 및 공기 조절 공급업"
한국수출포장공업,A,40.2,40.2,제조업
한국쉘석유,A,30.4,30.4,제조업
한국스탠다드차타드은행,A,41.7,41.7,금융 및 보험업
한국실리콘,A,52.3,52.3,제조업
한국씨티은행,A,32.8,32.8,금융 및 보험업
한국알콜산업,A,43.2,43.2,제조업
크로넥스,A,-0.7,-0.7,"전문, 과학 및 기술 서비스업"
한국유나이티드제약,A,40.7,40.7,제조업
한국유리공업,A,39.1,39.1,제조업
한국자산신탁,A,40.6,40.6,금융 및 보험업
한국전력공사,A,26.4,26.4,"전기, 가스, 증기 및 공기 조절 공급업"
한국전력기술,A,36.3,36.3,"전문, 과학 및 기술 서비스업"
한국전자금융,A,28.9,28.9,"사업시설 관리, 사업 지원 및 임대 서비스업"
한국전자인증,A,8.5,8.5,정보통신업
한국전자홀딩스,A,38,38,금융 및 보험업
한국전파기지국,A,21.8,21.8,정보통신업
한국정밀기계,A,28.3,28.3,제조업
한국정보공학,A,29.2,29.2,도매 및 소매업
한국정보인증,A,10.6,10.6,정보통신업
한국정보통신,A,30.2,30.2,정보통신업
한국제지,A,26,26,제조업
한국종합기술,A,60,61,"전문, 과학 및 기술 서비스업"
한국주강,A,52.8,52.8,제조업
한국중부발전,A,40.6,40.6,"전기, 가스, 증기 및 공기 조절 공급업"
한국지역난방공사,A,32,32,"전기, 가스, 증기 및 공기 조절 공급업"
한국철강,A,38.6,38.6,제조업
한국카본,A,14.3,14.3,제조업
한국캐피탈,A,60,60.6,금융 및 보험업
한국컴퓨터,A,1.6,1.6,제조업
한국컴퓨터지주,A,53.9,53.9,금융 및 보험업
한국코퍼레이션,A,2.9,2.9,"사업시설 관리, 사업 지원 및 임대 서비스업"
한국콜마,A,26.2,26.2,제조업
한국콜마홀딩스,A,52.2,52.2,금융 및 보험업
한국큐빅,A,28.2,28.2,제조업
한국타이어,A,27.8,27.8,제조업
한국타이어월드와이드,A,36.1,36.1,금융 및 보험업
한국테크놀로지,A,26.7,26.7,제조업
한국토지신탁,A,53.2,53.2,금융 및 보험업
한국투자금융지주,A,7.9,7.9,금융 및 보험업
한국투자증권,A,41.4,41.4,금융 및 보험업
한국투자캐피탈,A,16.3,16.3,금융 및 보험업
한국특수형강,A,17.5,17.5,제조업
한국팩키지,A,18.2,18.2,제조업
한국프랜지공업,A,32.1,32.1,제조업
한국피엠지제약,A,30.4,30.4,제조업
한국항공우주산업,A,42.6,42.6,제조업
한국화장품,A,43.4,43.4,도매 및 소매업
한국화장품제조,A,34,34,제조업
한글과컴퓨터,A,26.1,26.1,정보통신업
한네트,A,25.5,25.5,정보통신업
한농화성,A,30.9,30.9,제조업
한독,A,28.2,28.2,제조업
한라아이엠에스,A,22.9,22.9,제조업
한라홀딩스,A,27.3,27.3,금융 및 보험업
한미글로벌건축사사무소,A,30.6,30.6,"전문, 과학 및 기술 서비스업"
한미반도체,A,40.6,40.6,제조업
한미사이언스,A,21.5,21.5,금융 및 보험업
한미약품,A,19.7,19.7,제조업
한빛소프트,A,28.1,28.1,정보통신업
한샘,A,18.3,18.3,도매 및 소매업
한섬,A,23.5,23.5,제조업
한성기업,A,44.1,44.1,제조업
한세실업,A,21.1,21.1,제조업
한세엠케이,A,27.9,27.9,도매 및 소매업
한세예스24홀딩스,A,3,3,금융 및 보험업
한솔교육,A,27.1,27.1,교육 서비스업
한솔로지스틱스,A,22.8,22.8,운수 및 창고업
한솔시큐어,A,25.9,25.9,정보통신업
한솔신텍,A,19.6,19.6,제조업
한솔씨앤피,A,40.9,40.9,제조업
한솔인티큐브,A,27.7,27.7,정보통신업
한솔제지,A,35.5,35.5,제조업
한솔케미칼,A,25.2,25.2,제조업
한솔테크닉스,A,20.2,20.2,제조업
한솔피엔에스,A,25.2,25.2,도매 및 소매업
한솔홀딩스,A,27.6,27.6,금융 및 보험업
한솔홈데코,A,35.9,35.9,제조업
한신공영,A,51.7,51.7,건설업
한신기계공업,A,43.2,43.2,제조업
한양,A,52.1,52.1,건설업
한양디지텍,A,50.2,50.2,제조업
한양이엔지,A,21.1,21.1,"전문, 과학 및 기술 서비스업"
한양증권,A,56.5,56.5,금융 및 보험업
한온시스템,A,17,17,제조업
한올바이오파마,A,29.3,29.3,제조업
한익스프레스,A,33.2,33.2,운수 및 창고업
한일개발,A,27,27,"예술, 스포츠 및 여가관련 서비스업"
한일건설,A,39.7,39.7,건설업
한일네트웍스,A,18.8,18.8,정보통신업
한일단조공업,A,22.3,22.3,제조업
한일사료,A,53.2,53.2,제조업
한일시멘트,A,48.8,48.8,제조업
한일진공,A,45,45,제조업
한일철강,A,30.9,30.9,제조업
한일화학공업,A,21.5,21.5,제조업
한전KPS,A,37.3,37.3,건설업
한전산업개발,A,27,27,"전문, 과학 및 기술 서비스업"
한중엔시에스,A,12.1,12.1,제조업
한진,A,25.6,25.6,운수 및 창고업
한진중공업,A,38.8,38.8,건설업
한진중공업홀딩스,A,37.5,37.5,금융 및 보험업
한진칼,A,23,23,금융 및 보험업
한창,A,50.9,50.9,도매 및 소매업
한창산업,A,33.6,33.6,제조업
한창제지,A,36.6,36.6,제조업
한컴MDS,A,32.1,32.1,정보통신업
한컴시큐어,A,20.4,20.4,정보통신업
한컴지엠디,A,23.5,23.5,정보통신업
한탑,A,31,31,제조업
한프,A,32.5,32.5,제조업
한화,A,33,33,제조업
한화갤러리아,A,45.5,45.5,도매 및 소매업
한화갤러리아타임월드,A,38.8,38.8,도매 및 소매업
한화건설,A,60,67.4,건설업
한화생명보험,A,39.6,39.6,금융 및 보험업
한화손해보험,A,37.4,37.4,금융 및 보험업
한화에너지,A,40.3,40.3,"전기, 가스, 증기 및 공기 조절 공급업"
한화케미칼,A,51.5,51.5,제조업
한화테크윈,A,37.8,37.8,제조업
한화토탈,A,36.1,36.1,제조업
한화투자증권,A,35.7,35.7,금융 및 보험업
한화호텔앤드리조트,A,44.5,44.5,숙박 및 음식점업
해덕파워웨이,A,59.4,59.4,제조업
해마로푸드서비스,A,18.7,18.7,도매 및 소매업
해성굿쓰리,A,16.2,16.2,제조업
해성디에스,A,35.3,35.3,제조업
해성산업,A,26.8,26.8,부동산업
해성옵틱스,A,26.7,26.7,제조업
해원에스티,A,26.5,26.5,제조업
해태제과식품,A,37.8,37.8,제조업
해피드림,A,5.8,5.8,운수 및 창고업
핸디소프트,A,19.2,19.2,정보통신업
한국우사회,A,-0.4,-0.4,"예술, 스포츠 및 여가관련 서비스업"
행남자기,A,18.9,18.9,제조업
현대EP,A,28.8,28.8,제조업
현대건설,A,43,43,건설업
현대건설기계,A,34.9,34.9,제조업
현대공업,A,22.1,22.1,제조업
현대그린푸드,A,25.2,25.2,도매 및 소매업
현대다이모스,A,30.7,30.7,제조업
현대로템,A,35.4,35.4,제조업
현대리바트,A,28.3,28.3,제조업
현대모비스,A,31.2,31.2,제조업
현대미포조선,A,33.2,33.2,제조업
현대백화점,A,46.4,46.4,도매 및 소매업
현대비앤지스틸,A,38,38,제조업
현대산업개발,A,49.9,49.9,건설업
현대삼호중공업,A,31.8,31.8,제조업
현대상선,A,46,46,운수 및 창고업
현대스틸산업,A,39.6,39.6,건설업
현대시멘트,A,33.9,33.9,제조업
현대아산,A,46.4,46.4,"사업시설 관리, 사업 지원 및 임대 서비스업"
현대아이비티,A,36.1,36.1,제조업
현대에이치씨엔,A,41.4,41.4,정보통신업
현대엔지니어링,A,40.1,40.1,"전문, 과학 및 기술 서비스업"
현대엘리베이터,A,37,37,제조업
현대엠엔소프트,A,28.1,28.1,정보통신업
현대오일뱅크,A,59,59,제조업
현대위아,A,40,40,제조업
현대일렉트릭앤에너지시스템,A,35.1,35.1,제조업
현대자동차,A,21.5,21.5,제조업
현대정보기술,A,20.4,20.4,정보통신업
현대제철,A,37.2,37.2,제조업
현대종합상사,A,41.9,41.9,도매 및 소매업
현대종합특수강,A,39.7,39.7,제조업
현대중공업,A,37,37,제조업
현대중공업지주,A,34.6,34.6,금융 및 보험업
현대차투자증권,A,46.6,46.6,금융 및 보험업
현대카드,A,40.2,40.2,금융 및 보험업
현대캐피탈,A,44.8,44.8,금융 및 보험업
현대커머셜,A,57.4,57.4,금융 및 보험업
현대케피코,A,4.4,4.4,제조업
현대코퍼레이션홀딩스,A,27.1,27.1,도매 및 소매업
현대통신,A,40,40,제조업
현대해상화재보험,A,47.4,47.4,금융 및 보험업
현대홈쇼핑,A,28.5,28.5,도매 및 소매업
현성바이탈,A,36.8,36.8,제조업
현우산업,A,15.4,15.4,제조업
에스비에스콘텐츠허브,A,-0.3,-0.3,정보통신업
현진소재,A,32,32,제조업
형지아이앤씨,A,26.1,26.1,제조업
혜인,A,36,36,도매 및 소매업
호전실업,A,40.3,40.3,제조업
호텔롯데,A,23.8,23.8,숙박 및 음식점업
호텔신라,A,30.7,30.7,도매 및 소매업
홈센타홀딩스,A,33.8,33.8,금융 및 보험업
홈캐스트,A,46.4,46.4,제조업
화성도시공사,A,22,22,건설업
화성산업,A,46.1,46.1,건설업
화승알앤에이,A,20.2,20.2,제조업
화승엔터프라이즈,A,60,72.4,금융 및 보험업
화승인더스트리,A,30.9,30.9,제조업
화신,A,19.6,19.6,제조업
화신정공,A,24.5,24.5,제조업
화신테크,A,35.2,35.2,제조업
화이브라더스코리아,A,24,24,"예술, 스포츠 및 여가관련 서비스업"
화인베스틸,A,51.2,51.2,제조업
화인파트너스,A,20.7,20.7,금융 및 보험업
화일약품,A,28.6,28.6,제조업
화진,A,25.6,25.6,제조업
화천기계,A,33,33,제조업
화천기공,A,51.8,51.8,제조업
환영철강공업,A,33.7,33.7,제조업
환인제약,A,29.8,29.8,제조업
황금에스티,A,27.1,27.1,제조업
효성,A,36.5,36.5,제조업
효성아이티엑스,A,19.5,19.5,"사업시설 관리, 사업 지원 및 임대 서비스업"
효성캐피탈,A,53,53,금융 및 보험업
후성,A,53.6,53.6,제조업
후이즈,A,34.2,34.2,정보통신업
휘닉스소재,A,29.2,29.2,제조업
휘라포토닉스,A,36.1,36.1,제조업
휠라코리아,A,30,30,도매 및 소매업
휴니드테크놀러지스,A,37,37,제조업
휴럼,A,21.1,21.1,제조업
휴마시스,A,22.7,22.7,제조업
휴맥스,A,23.5,23.5,제조업
휴맥스홀딩스,A,60,73,"전문, 과학 및 기술 서비스업"
휴메딕스,A,35.4,35.4,제조업
휴벡셀,A,44.1,44.1,제조업
휴비스,A,33.6,33.6,제조업
휴비츠,A,10.5,10.5,제조업
휴스틸,A,32.1,32.1,제조업
휴온스,A,20.2,20.2,제조업
휴온스글로벌,A,13.6,13.6,금융 및 보험업
휴젤,A,54.5,54.5,제조업
휴켐스,A,59.7,59.7,제조업
휴코드,A,10.3,10.3,"전문, 과학 및 기술 서비스업"
흥구석유,A,40.7,40.7,도매 및 소매업
흥국,A,42.2,42.2,제조업
흥국생명보험,A,50,50,금융 및 보험업
흥국에프엔비,A,18.9,18.9,제조업
흥국화재해상보험,A,50.6,50.6,금융 및 보험업
흥아해운,A,12.3,12.3,운수 및 창고업
희림종합건축사사무소,A,31.8,31.8,"전문, 과학 및 기술 서비스업"
힘스,A,19.2,19.2,제조업
